?cls	?xref
<http://purl.obolibrary.org/obo/ZFA_0000404>	"TAO:0000404"
<http://purl.obolibrary.org/obo/ZFA_0009207>	"TAO:0009207"
<http://purl.obolibrary.org/obo/ZFA_0005508>	"TAO:0001969"
<http://purl.obolibrary.org/obo/ZFA_0000923>	"TAO:0000923"
<http://purl.obolibrary.org/obo/ZFA_0005258>	"TAO:0005258"
<http://purl.obolibrary.org/obo/ZFA_0000688>	"TAO:0000688"
<http://purl.obolibrary.org/obo/ZFA_0005815>	"TAO:0005182"
<http://purl.obolibrary.org/obo/ZFA_0005784>	"CL:0000737"
<http://purl.obolibrary.org/obo/ZFA_0001455>	"TAO:0001455"
<http://purl.obolibrary.org/obo/ZFA_0000010>	"TAO:0000010"
<http://purl.obolibrary.org/obo/ZFA_0000229>	"TAO:0000229"
<http://purl.obolibrary.org/obo/ZFS_0000015>	"ZFIN:ZDB-TERM-100331-2445"
<http://purl.obolibrary.org/obo/ZFS_0000015>	"ZFIN:ZDB-STAGE-010723-19"
<http://purl.obolibrary.org/obo/ZFA_0007027>	"TAO:0007027"
<http://purl.obolibrary.org/obo/ZFA_0000120>	"TAO:0000120"
<http://purl.obolibrary.org/obo/ZFA_0000339>	"TAO:0000339"
<http://purl.obolibrary.org/obo/ZFA_0005390>	"TAO:0001856"
<http://purl.obolibrary.org/obo/ZFA_0005619>	"VSAO:0000015"
<http://purl.obolibrary.org/obo/ZFA_0000531>	"TAO:0000531"
<http://purl.obolibrary.org/obo/ZFA_0009150>	"TAO:0009150"
<http://purl.obolibrary.org/obo/ZFA_0009150>	"CL:0000247"
<http://purl.obolibrary.org/obo/ZFA_0001670>	"TAO:0001821"
<http://purl.obolibrary.org/obo/ZFA_0009013>	"TAO:0009013"
<http://purl.obolibrary.org/obo/ZFA_0009013>	"CL:0000035"
<http://purl.obolibrary.org/obo/ZFA_0001012>	"TAO:0001012"
<http://purl.obolibrary.org/obo/ZFA_0009027>	"TAO:0009027"
<http://purl.obolibrary.org/obo/ZFA_0009027>	"CL:0000058"
<http://purl.obolibrary.org/obo/ZFA_0000539>	"TAO:0000539"
<http://purl.obolibrary.org/obo/ZFA_0005140>	"TAO:0005140"
<http://purl.obolibrary.org/obo/ZFA_0000743>	"TAO:0000743"
<http://purl.obolibrary.org/obo/ZFA_0000082>	"TAO:0000082"
<http://purl.obolibrary.org/obo/ZFA_0005078>	"TAO:0005078"
<http://purl.obolibrary.org/obo/ZFA_0001517>	"TAO:0001517"
<http://purl.obolibrary.org/obo/ZFA_0001031>	"TAO:0001031"
<http://purl.obolibrary.org/obo/ZFA_0000649>	"TAO:0000649"
<http://purl.obolibrary.org/obo/ZFA_0009046>	"TAO:0009341"
<http://purl.obolibrary.org/obo/ZFA_0009046>	"CL:0000084"
<http://purl.obolibrary.org/obo/ZFA_0009046>	"TAO:0009046"
<http://purl.obolibrary.org/obo/ZFA_0009046>	"TAO:0009340"
<http://purl.obolibrary.org/obo/ZFA_0005347>	"TAO:0001732"
<http://purl.obolibrary.org/obo/ZFA_0005423>	"TAO:0002038"
<http://purl.obolibrary.org/obo/ZFA_0001045>	"TAO:0001045"
<http://purl.obolibrary.org/obo/ZFA_0009346>	"TAO:0009346"
<http://purl.obolibrary.org/obo/ZFA_0009346>	"CL:0000823"
<http://purl.obolibrary.org/obo/ZFA_0001627>	"TAO:0001620"
<http://purl.obolibrary.org/obo/ZFA_0001141>	"TAO:0001141"
<http://purl.obolibrary.org/obo/ZFA_0001561>	"TAO:0001561"
<http://purl.obolibrary.org/obo/ZFA_0001155>	"TAO:0001155"
<http://purl.obolibrary.org/obo/ZFA_0009138>	"CL:0000222"
<http://purl.obolibrary.org/obo/ZFA_0009138>	"TAO:0009138"
<http://purl.obolibrary.org/obo/ZFA_0009385>	"CL:0002077"
<http://purl.obolibrary.org/obo/ZFA_0001233>	"TAO:0001233"
<http://purl.obolibrary.org/obo/ZFA_0000445>	"TAO:0000445"
<http://purl.obolibrary.org/obo/ZFA_0009248>	"CL:0000540"
<http://purl.obolibrary.org/obo/ZFA_0009248>	"TAO:0009248"
<http://purl.obolibrary.org/obo/ZFA_0000891>	"TAO:0000891"
<http://purl.obolibrary.org/obo/ZFA_0005549>	"TAO:0001763"
<http://purl.obolibrary.org/obo/ZFA_0005090>	"TAO:0005090"
<http://purl.obolibrary.org/obo/ZFA_0005361>	"TAO:0001760"
<http://purl.obolibrary.org/obo/ZFA_0000907>	"TAO:0000907"
<http://purl.obolibrary.org/obo/ZFA_0009304>	"TAO:0009304"
<http://purl.obolibrary.org/obo/ZFA_0009304>	"CL:0000706"
<http://purl.obolibrary.org/obo/ZFA_0005299>	"TAO:0005299"
<http://purl.obolibrary.org/obo/ZFA_0005133>	"TAO:0005133"
<http://purl.obolibrary.org/obo/ZFA_0000563>	"TAO:0000563"
<http://purl.obolibrary.org/obo/ZFA_0007019>	"TAO:0007019"
<http://purl.obolibrary.org/obo/ZFA_0000704>	"TAO:0000704"
<http://purl.obolibrary.org/obo/ZFA_0000800>	"TAO:0000800"
<http://purl.obolibrary.org/obo/ZFA_0005243>	"CL:0005013"
<http://purl.obolibrary.org/obo/ZFA_0005243>	"TAO:0005243"
<http://purl.obolibrary.org/obo/ZFA_0009095>	"TAO:0009095"
<http://purl.obolibrary.org/obo/ZFA_0009095>	"CL:0000161"
<http://purl.obolibrary.org/obo/ZFA_0001391>	"TAO:0001391"
<http://purl.obolibrary.org/obo/ZFA_0001662>	"TAO:0002226"
<http://purl.obolibrary.org/obo/ZFA_0001676>	"TAO:0002141"
<http://purl.obolibrary.org/obo/ZFA_0000231>	"TAO:0001799"
<http://purl.obolibrary.org/obo/ZFA_0000231>	"TAO:0000231"
<http://purl.obolibrary.org/obo/ZFA_0000466>	"TAO:0000466"
<http://purl.obolibrary.org/obo/ZFA_0009019>	"CL:0000047"
<http://purl.obolibrary.org/obo/ZFA_0009019>	"TAO:0009019"
<http://purl.obolibrary.org/obo/ZFA_0000992>	"TAO:0000992"
<http://purl.obolibrary.org/obo/ZFA_0000341>	"TAO:0000341"
<http://purl.obolibrary.org/obo/ZFA_0000735>	"TAO:0000735"
<http://purl.obolibrary.org/obo/ZFA_0000074>	"TAO:0000074"
<http://purl.obolibrary.org/obo/ZFA_0005181>	"TAO:0005181"
<http://purl.obolibrary.org/obo/ZFA_0009124>	"TAO:0009124"
<http://purl.obolibrary.org/obo/ZFA_0009124>	"CL:0000206"
<http://purl.obolibrary.org/obo/ZFA_0000088>	"TAO:0000088"
<http://purl.obolibrary.org/obo/ZFA_0009371>	"CL:1000083"
<http://purl.obolibrary.org/obo/ZFA_0009371>	"TAO:0009371"
<http://purl.obolibrary.org/obo/ZFA_0005195>	"TAO:0005195"
<http://purl.obolibrary.org/obo/ZFS_0000023>	"ZFIN:ZDB-TERM-100331-2453"
<http://purl.obolibrary.org/obo/ZFS_0000023>	"ZFIN:ZDB-STAGE-010723-23"
<http://purl.obolibrary.org/obo/ZFA_0001294>	"TAO:0001294"
<http://purl.obolibrary.org/obo/ZFA_0005464>	"TAO:0001749"
<http://purl.obolibrary.org/obo/ZFA_0009234>	"CL:0000513"
<http://purl.obolibrary.org/obo/ZFA_0009234>	"TAO:0009234"
<http://purl.obolibrary.org/obo/ZFA_0001086>	"TAO:0001086"
<http://purl.obolibrary.org/obo/ZFA_0001157>	"TAO:0001157"
<http://purl.obolibrary.org/obo/ZFA_0000620>	"TAO:0000620"
<http://purl.obolibrary.org/obo/ZFA_0009387>	"CL:0000630"
<http://purl.obolibrary.org/obo/ZFA_0005063>	"TAO:0005063"
<http://purl.obolibrary.org/obo/ZFA_0001502>	"TAO:0001502"
<http://purl.obolibrary.org/obo/ZFA_0009031>	"TAO:0009031"
<http://purl.obolibrary.org/obo/ZFA_0009031>	"CL:0000062"
<http://purl.obolibrary.org/obo/ZFA_0005630>	"TAO:0005266"
<http://purl.obolibrary.org/obo/ZFA_0001252>	"TAO:0001252"
<http://purl.obolibrary.org/obo/ZFA_0001496>	"TAO:0001496"
<http://purl.obolibrary.org/obo/ZFA_0001496>	"CARO:0000068"
<http://purl.obolibrary.org/obo/ZFA_0000883>	"TAO:0000883"
<http://purl.obolibrary.org/obo/ZFA_0001239>	"TAO:0001239"
<http://purl.obolibrary.org/obo/ZFA_0000628>	"TAO:0000628"
<http://purl.obolibrary.org/obo/ZFA_0000320>	"TAO:0000320"
<http://purl.obolibrary.org/obo/ZFA_0009081>	"CL:0000134"
<http://purl.obolibrary.org/obo/ZFA_0009081>	"TAO:0009081"
<http://purl.obolibrary.org/obo/ZFA_0005367>	"TAO:0005367"
<http://purl.obolibrary.org/obo/ZFA_0005021>	"TAO:0005021"
<http://purl.obolibrary.org/obo/ZFA_0005174>	"TAO:0005174"
<http://purl.obolibrary.org/obo/ZFA_0000430>	"TAO:0000430"
<http://purl.obolibrary.org/obo/ZFA_0001110>	"TAO:0001110"
<http://purl.obolibrary.org/obo/ZFA_0000569>	"TAO:0000569"
<http://purl.obolibrary.org/obo/ZFA_0009191>	"TAO:0009191"
<http://purl.obolibrary.org/obo/ZFA_0009191>	"CL:0000402"
<http://purl.obolibrary.org/obo/ZFA_0001405>	"TAO:0001405"
<http://purl.obolibrary.org/obo/ZFA_0001650>	"TAO:0002172"
<http://purl.obolibrary.org/obo/ZFA_0001454>	"TAO:0001454"
<http://purl.obolibrary.org/obo/ZFA_0000816>	"TAO:0000816"
<http://purl.obolibrary.org/obo/ZFA_0000841>	"TAO:0000841"
<http://purl.obolibrary.org/obo/ZFA_0005284>	"TAO:0005284"
<http://purl.obolibrary.org/obo/ZFA_0009227>	"TAO:0009227"
<http://purl.obolibrary.org/obo/ZFA_0009227>	"CL:0000501"
<http://purl.obolibrary.org/obo/ZFA_0005521>	"TAO:0001722"
<http://purl.obolibrary.org/obo/ZFA_0000223>	"TAO:0000223"
<http://purl.obolibrary.org/obo/ZFA_0001322>	"TAO:0001322"
<http://purl.obolibrary.org/obo/ZFA_0007021>	"TAO:0007021"
<http://purl.obolibrary.org/obo/ZFA_0000527>	"TAO:0000527"
<http://purl.obolibrary.org/obo/ZFA_0000849>	"TAO:0000849"
<http://purl.obolibrary.org/obo/ZFA_0001072>	"TAO:0001072"
<http://purl.obolibrary.org/obo/ZFA_0000333>	"TAO:0000333"
<http://purl.obolibrary.org/obo/ZFA_0001059>	"TAO:0001059"
<http://purl.obolibrary.org/obo/ZFA_0005207>	"TAO:0005207"
<http://purl.obolibrary.org/obo/ZFA_0000140>	"TAO:0000140"
<http://purl.obolibrary.org/obo/ZFA_0001182>	"TAO:0001182"
<http://purl.obolibrary.org/obo/ZFA_0005187>	"TAO:0005187"
<http://purl.obolibrary.org/obo/ZFA_0001345>	"TAO:0001345"
<http://purl.obolibrary.org/obo/ZFA_0009184>	"TAO:0009184"
<http://purl.obolibrary.org/obo/ZFA_0009184>	"CL:0000375"
<http://purl.obolibrary.org/obo/ZFA_0001225>	"TAO:0001225"
<http://purl.obolibrary.org/obo/ZFA_0000661>	"TAO:0000661"
<http://purl.obolibrary.org/obo/ZFA_0001017>	"TAO:0001017"
<http://purl.obolibrary.org/obo/ZFA_0000956>	"TAO:0000956"
<http://purl.obolibrary.org/obo/ZFA_0009047>	"TAO:0009047"
<http://purl.obolibrary.org/obo/ZFA_0009047>	"CL:0000092"
<http://purl.obolibrary.org/obo/ZFA_0000295>	"TAO:0000295"
<http://purl.obolibrary.org/obo/ZFA_0009294>	"CL:0000683"
<http://purl.obolibrary.org/obo/ZFA_0009294>	"TAO:0009294"
<http://purl.obolibrary.org/obo/ZFA_0001511>	"TAO:0001511"
<http://purl.obolibrary.org/obo/ZFA_0007000>	"TAO:0007000"
<http://purl.obolibrary.org/obo/ZFA_0005160>	"TAO:0005160"
<http://purl.obolibrary.org/obo/ZFA_0005341>	"TAO:0005341"
<http://purl.obolibrary.org/obo/ZFA_0000043>	"TAO:0000043"
<http://purl.obolibrary.org/obo/ZFS_0000002>	"ZFIN:ZDB-TERM-100331-2432"
<http://purl.obolibrary.org/obo/ZFS_0000002>	"ZFIN:ZDB-STAGE-010723-15"
<http://purl.obolibrary.org/obo/ZFA_0009142>	"TAO:0009142"
<http://purl.obolibrary.org/obo/ZFA_0009142>	"CL:0000236"
<http://purl.obolibrary.org/obo/ZFA_0005443>	"TAO:0001612"
<http://purl.obolibrary.org/obo/ZFA_0005270>	"TAO:0005270"
<http://purl.obolibrary.org/obo/ZFA_0000326>	"TAO:0000326"
<http://purl.obolibrary.org/obo/ZFA_0000153>	"TAO:0000153"
<http://purl.obolibrary.org/obo/ZFA_0005013>	"TAO:0005013"
<http://purl.obolibrary.org/obo/ZFA_0001519>	"TAO:0001519"
<http://purl.obolibrary.org/obo/ZFA_0005027>	"TAO:0005027"
<http://purl.obolibrary.org/obo/ZFA_0009252>	"CL:0000558"
<http://purl.obolibrary.org/obo/ZFA_0009252>	"TAO:0009252"
<http://purl.obolibrary.org/obo/ZFA_0005553>	"TAO:0001764"
<http://purl.obolibrary.org/obo/ZFA_0001175>	"TAO:0001175"
<http://purl.obolibrary.org/obo/ZFA_0000436>	"TAO:0000436"
<http://purl.obolibrary.org/obo/ZFA_0001446>	"TAO:0001446"
<http://purl.obolibrary.org/obo/ZFA_0001629>	"TAO:0001639"
<http://purl.obolibrary.org/obo/ZFA_0000001>	"TAO:0000001"
<http://purl.obolibrary.org/obo/ZFA_0009000>	"CL:0000000"
<http://purl.obolibrary.org/obo/ZFA_0009000>	"CARO:0000013"
<http://purl.obolibrary.org/obo/ZFA_0009000>	"TAO:0009000"
<http://purl.obolibrary.org/obo/ZFA_0000186>	"TAO:0000186"
<http://purl.obolibrary.org/obo/ZFA_0000111>	"TAO:0000111"
<http://purl.obolibrary.org/obo/ZFA_0000776>	"TAO:0000776"
<http://purl.obolibrary.org/obo/ZFA_0000927>	"TAO:0000927"
<http://purl.obolibrary.org/obo/ZFA_0007013>	"TAO:0007013"
<http://purl.obolibrary.org/obo/ZFA_0005395>	"TAO:0001812"
<http://purl.obolibrary.org/obo/ZFA_0001331>	"TAO:0001331"
<http://purl.obolibrary.org/obo/ZFA_0000278>	"TAO:0000278"
<http://purl.obolibrary.org/obo/ZFA_0005138>	"TAO:0005138"
<http://purl.obolibrary.org/obo/ZFA_0009155>	"TAO:0009155"
<http://purl.obolibrary.org/obo/ZFA_0009155>	"CL:0000295"
<http://purl.obolibrary.org/obo/ZFA_0005209>	"TAO:0005209"
<http://purl.obolibrary.org/obo/ZFA_0001600>	"TAO:0001546"
<http://purl.obolibrary.org/obo/ZFA_0001078>	"TAO:0001078"
<http://purl.obolibrary.org/obo/ZFA_0001614>	"TAO:0002169"
<http://purl.obolibrary.org/obo/ZFA_0000388>	"TAO:0000388"
<http://purl.obolibrary.org/obo/ZFA_0001003>	"TAO:0001003"
<http://purl.obolibrary.org/obo/ZFA_0005248>	"TAO:0005248"
<http://purl.obolibrary.org/obo/ZFA_0009018>	"TAO:0009018"
<http://purl.obolibrary.org/obo/ZFA_0009018>	"CL:0000042"
<http://purl.obolibrary.org/obo/ZFA_0001594>	"TAO:0000289"
<http://purl.obolibrary.org/obo/ZFA_0005319>	"TAO:0005319"
<http://purl.obolibrary.org/obo/ZFA_0001188>	"TAO:0001188"
<http://purl.obolibrary.org/obo/ZFA_0001608>	"TAO:0001600"
<http://purl.obolibrary.org/obo/ZFA_0001266>	"TAO:0001266"
<http://purl.obolibrary.org/obo/ZFA_0001439>	"CARO:0000011"
<http://purl.obolibrary.org/obo/ZFA_0001439>	"TAO:0001439"
<http://purl.obolibrary.org/obo/ZFA_0005414>	"TAO:0005414"
<http://purl.obolibrary.org/obo/ZFA_0000667>	"TAO:0000667"
<http://purl.obolibrary.org/obo/ZFA_0009401>	"CL:0011004"
<http://purl.obolibrary.org/obo/ZFA_0009391>	"CL:1000504"
<http://purl.obolibrary.org/obo/ZFS_0000043>	"ZFIN:ZDB-TERM-100331-2473"
<http://purl.obolibrary.org/obo/ZFS_0000043>	"ZFIN:ZDB-STAGE-010723-52"
<http://purl.obolibrary.org/obo/ZFA_0001299>	"TAO:0001299"
<http://purl.obolibrary.org/obo/ZFA_0000737>	"TAO:0000737"
<http://purl.obolibrary.org/obo/ZFA_0000879>	"TAO:0000879"
<http://purl.obolibrary.org/obo/ZFA_0000882>	"TAO:0000882"
<http://purl.obolibrary.org/obo/ZFA_0001715>	"TAO:0002215"
<http://purl.obolibrary.org/obo/ZFA_0005019>	"TAO:0005019"
<http://purl.obolibrary.org/obo/ZFA_0005068>	"TAO:0005068"
<http://purl.obolibrary.org/obo/ZFA_0000264>	"TAO:0000264"
<http://purl.obolibrary.org/obo/ZFA_0005124>	"TAO:0005124"
<http://purl.obolibrary.org/obo/ZFA_0005305>	"TAO:0005305"
<http://purl.obolibrary.org/obo/ZFA_0000007>	"TAO:0000007"
<http://purl.obolibrary.org/obo/ZFA_0001106>	"TAO:0001106"
<http://purl.obolibrary.org/obo/ZFA_0009336>	"CL:0000798"
<http://purl.obolibrary.org/obo/ZFA_0009336>	"TAO:0009336"
<http://purl.obolibrary.org/obo/ZFA_0000722>	"TAO:0000722"
<http://purl.obolibrary.org/obo/ZFA_0000374>	"TAO:0000374"
<http://purl.obolibrary.org/obo/ZFA_0005234>	"TAO:0005234"
<http://purl.obolibrary.org/obo/ZFA_0000117>	"TAO:0000117"
<http://purl.obolibrary.org/obo/ZFA_0009086>	"TAO:0009086"
<http://purl.obolibrary.org/obo/ZFA_0009086>	"CL:0000140"
<http://purl.obolibrary.org/obo/ZFA_0005387>	"TAO:0002045"
<http://purl.obolibrary.org/obo/ZFA_0000832>	"TAO:0000832"
<http://purl.obolibrary.org/obo/ZFA_0001667>	"TAO:0002179"
<http://purl.obolibrary.org/obo/ZFA_0000219>	"TAO:0000219"
<http://purl.obolibrary.org/obo/ZFA_0009221>	"TAO:0009221"
<http://purl.obolibrary.org/obo/ZFA_0009221>	"CL:0000494"
<http://purl.obolibrary.org/obo/ZFA_0005507>	"TAO:0002035"
<http://purl.obolibrary.org/obo/ZFA_0005497>	"TAO:0001842"
<http://purl.obolibrary.org/obo/ZFA_0001655>	"TAO:0002220"
<http://purl.obolibrary.org/obo/ZFA_0001009>	"TAO:0001009"
<http://purl.obolibrary.org/obo/ZFA_0001063>	"TAO:0001063"
<http://purl.obolibrary.org/obo/ZFA_0007041>	"TAO:0007041"
<http://purl.obolibrary.org/obo/ZFA_0009156>	"CL:0000300"
<http://purl.obolibrary.org/obo/ZFA_0009156>	"TAO:0009156"
<http://purl.obolibrary.org/obo/ZFA_0000784>	"TAO:0000784"
<http://purl.obolibrary.org/obo/ZFA_0005227>	"TAO:0005227"
<http://purl.obolibrary.org/obo/ZFA_0005054>	"TAO:0005054"
<http://purl.obolibrary.org/obo/ZFA_0001558>	"TAO:0001558"
<http://purl.obolibrary.org/obo/ZFA_0005743>	"CL:0000173"
<http://purl.obolibrary.org/obo/ZFA_0001021>	"TAO:0001021"
<http://purl.obolibrary.org/obo/ZFA_0005337>	"TAO:0002145"
<http://purl.obolibrary.org/obo/ZFA_0009322>	"CL:0000752"
<http://purl.obolibrary.org/obo/ZFA_0009322>	"TAO:0009322"
<http://purl.obolibrary.org/obo/ZFA_0001487>	"CARO:0000004"
<http://purl.obolibrary.org/obo/ZFA_0001487>	"TAO:0001487"
<http://purl.obolibrary.org/obo/ZFA_0000039>	"TAO:0000039"
<http://purl.obolibrary.org/obo/ZFA_0000950>	"TAO:0000950"
<http://purl.obolibrary.org/obo/ZFA_0009189>	"TAO:0009189"
<http://purl.obolibrary.org/obo/ZFA_0009189>	"CL:0000388"
<http://purl.obolibrary.org/obo/ZFA_0000888>	"TAO:0000888"
<http://purl.obolibrary.org/obo/ZFA_0000325>	"TAO:0000325"
<http://purl.obolibrary.org/obo/ZFA_0000500>	"TAO:0000500"
<http://purl.obolibrary.org/obo/ZFA_0001284>	"TAO:0001284"
<http://purl.obolibrary.org/obo/ZFA_0009299>	"CL:0000693"
<http://purl.obolibrary.org/obo/ZFA_0009299>	"TAO:0009299"
<http://purl.obolibrary.org/obo/ZFA_0009059>	"CL:0000107"
<http://purl.obolibrary.org/obo/ZFA_0009059>	"TAO:0009059"
<http://purl.obolibrary.org/obo/ZFA_0007054>	"TAO:0007054"
<http://purl.obolibrary.org/obo/ZFA_0000958>	"TAO:0000958"
<http://purl.obolibrary.org/obo/ZFS_0000007>	"ZFIN:ZDB-TERM-100331-2437"
<http://purl.obolibrary.org/obo/ZFS_0000007>	"ZFIN:ZDB-STAGE-010723-28"
<http://purl.obolibrary.org/obo/ZFA_0000494>	"TAO:0000494"
<http://purl.obolibrary.org/obo/ZFA_0000610>	"TAO:0000610"
<http://purl.obolibrary.org/obo/ZFA_0005179>	"TAO:0005179"
<http://purl.obolibrary.org/obo/ZFA_0001115>	"TAO:0001115"
<http://purl.obolibrary.org/obo/ZFA_0009345>	"TAO:0009345"
<http://purl.obolibrary.org/obo/ZFA_0009345>	"CL:0000818"
<http://purl.obolibrary.org/obo/ZFA_0001641>	"TAO:0001666"
<http://purl.obolibrary.org/obo/ZFA_0000508>	"TAO:0000508"
<http://purl.obolibrary.org/obo/ZFA_0001440>	"TAO:0001440"
<http://purl.obolibrary.org/obo/ZFA_0005047>	"TAO:0005047"
<http://purl.obolibrary.org/obo/ZFA_0001378>	"TAO:0001378"
<http://purl.obolibrary.org/obo/ZFA_0009213>	"CL:0000458"
<http://purl.obolibrary.org/obo/ZFA_0009213>	"TAO:0009213"
<http://purl.obolibrary.org/obo/ZFA_0000618>	"TAO:0000618"
<http://purl.obolibrary.org/obo/ZFA_0000228>	"TAO:0000228"
<http://purl.obolibrary.org/obo/ZFA_0001723>	"TAO:0002227"
<http://purl.obolibrary.org/obo/ZFA_0009071>	"CL:0000121"
<http://purl.obolibrary.org/obo/ZFA_0009071>	"TAO:0009071"
<http://purl.obolibrary.org/obo/ZFA_0000943>	"TAO:0000943"
<http://purl.obolibrary.org/obo/ZFA_0000770>	"TAO:0000770"
<http://purl.obolibrary.org/obo/ZFA_0000282>	"TAO:0000282"
<http://purl.obolibrary.org/obo/ZFA_0000513>	"TAO:0000513"
<http://purl.obolibrary.org/obo/ZFA_0000392>	"TAO:0000392"
<http://purl.obolibrary.org/obo/ZFA_0007047>	"TAO:0007047"
<http://purl.obolibrary.org/obo/ZFA_0009175>	"TAO:0009175"
<http://purl.obolibrary.org/obo/ZFA_0009175>	"CL:0000348"
<http://purl.obolibrary.org/obo/ZFA_0005000>	"TAO:0005000"
<http://purl.obolibrary.org/obo/ZFA_0001270>	"TAO:0001270"
<http://purl.obolibrary.org/obo/ZFA_0001690>	"TAO:0001838"
<http://purl.obolibrary.org/obo/ZFA_0009285>	"CL:0000653"
<http://purl.obolibrary.org/obo/ZFA_0009285>	"TAO:0009285"
<http://purl.obolibrary.org/obo/ZFA_0001433>	"TAO:0001433"
<http://purl.obolibrary.org/obo/ZFA_0000480>	"TAO:0000480"
<http://purl.obolibrary.org/obo/ZFA_0007005>	"TAO:0007005"
<http://purl.obolibrary.org/obo/ZFA_0000991>	"TAO:0000991"
<http://purl.obolibrary.org/obo/ZFA_0000048>	"TAO:0000048"
<http://purl.obolibrary.org/obo/ZFA_0001543>	"TAO:0001543"
<http://purl.obolibrary.org/obo/ZFA_0000317>	"TAO:0000317"
<http://purl.obolibrary.org/obo/ZFA_0000763>	"TAO:0000763"
<http://purl.obolibrary.org/obo/ZFA_0000590>	"TAO:0000590"
<http://purl.obolibrary.org/obo/ZFA_0000158>	"TAO:0000158"
<http://purl.obolibrary.org/obo/ZFA_0005018>	"TAO:0005018"
<http://purl.obolibrary.org/obo/ZFA_0000427>	"TAO:0000427"
<http://purl.obolibrary.org/obo/ZFA_0000873>	"TAO:0000873"
<http://purl.obolibrary.org/obo/ZFA_0001647>	"TAO:0001672"
<http://purl.obolibrary.org/obo/ZFA_0005062>	"TAO:0005062"
<http://purl.obolibrary.org/obo/ZFA_0001161>	"TAO:0001161"
<http://purl.obolibrary.org/obo/ZFA_0009005>	"CL:0000017"
<http://purl.obolibrary.org/obo/ZFA_0009005>	"TAO:0009005"
<http://purl.obolibrary.org/obo/ZFA_0001209>	"TAO:0001209"
<http://purl.obolibrary.org/obo/ZFA_0005306>	"TAO:0005306"
<http://purl.obolibrary.org/obo/ZFA_0000721>	"TAO:0000721"
<http://purl.obolibrary.org/obo/ZFA_0001100>	"TAO:0001100"
<http://purl.obolibrary.org/obo/ZFA_0009330>	"TAO:0009330"
<http://purl.obolibrary.org/obo/ZFA_0009330>	"CL:0000781"
<http://purl.obolibrary.org/obo/ZFA_0001319>	"TAO:0001319"
<http://purl.obolibrary.org/obo/ZFA_0001717>	"TAO:0002223"
<http://purl.obolibrary.org/obo/ZFA_0007018>	"TAO:0007018"
<http://purl.obolibrary.org/obo/ZFA_0009268>	"TAO:0009268"
<http://purl.obolibrary.org/obo/ZFA_0009268>	"CL:0000582"
<http://purl.obolibrary.org/obo/ZFA_0005401>	"TAO:0001771"
<http://purl.obolibrary.org/obo/ZFA_0009077>	"CL:0000129"
<http://purl.obolibrary.org/obo/ZFA_0009077>	"TAO:0009077"
<http://purl.obolibrary.org/obo/ZFA_0005381>	"TAO:0005381"
<http://purl.obolibrary.org/obo/ZFA_0000984>	"TAO:0000984"
<http://purl.obolibrary.org/obo/ZFA_0000729>	"TAO:0000729"
<http://purl.obolibrary.org/obo/ZFA_0001363>	"TAO:0001363"
<http://purl.obolibrary.org/obo/ZFA_0000394>	"TAO:0000394"
<http://purl.obolibrary.org/obo/ZFA_0005511>	"TAO:0001932"
<http://purl.obolibrary.org/obo/ZFA_0000137>	"TAO:0000137"
<http://purl.obolibrary.org/obo/ZFA_0000213>	"TAO:0000213"
<http://purl.obolibrary.org/obo/ZFA_0001599>	"TAO:0002214"
<http://purl.obolibrary.org/obo/ZFA_0000839>	"TAO:0000839"
<http://purl.obolibrary.org/obo/ZFA_0001211>	"TAO:0001211"
<http://purl.obolibrary.org/obo/ZFA_0000693>	"TAO:0000693"
<http://purl.obolibrary.org/obo/ZFA_0005527>	"TAO:0001729"
<http://purl.obolibrary.org/obo/ZFA_0001702>	"TAO:0002146"
<http://purl.obolibrary.org/obo/ZFA_0001396>	"TAO:0001396"
<http://purl.obolibrary.org/obo/ZFA_0009106>	"CL:0000174"
<http://purl.obolibrary.org/obo/ZFA_0009106>	"TAO:0009106"
<http://purl.obolibrary.org/obo/ZFA_0001321>	"TAO:0001321"
<http://purl.obolibrary.org/obo/ZFA_0000541>	"TAO:0000541"
<http://purl.obolibrary.org/obo/ZFA_0009160>	"CL:0000321"
<http://purl.obolibrary.org/obo/ZFA_0009160>	"TAO:0009160"
<http://purl.obolibrary.org/obo/ZFA_0001068>	"TAO:0001068"
<http://purl.obolibrary.org/obo/ZFA_0000602>	"TAO:0000602"
<http://purl.obolibrary.org/obo/ZFA_0000997>	"TAO:0000997"
<http://purl.obolibrary.org/obo/ZFA_0005221>	"TAO:0005221"
<http://purl.obolibrary.org/obo/ZFA_0000651>	"TAO:0000651"
<http://purl.obolibrary.org/obo/ZFA_0005331>	"TAO:0005331"
<http://purl.obolibrary.org/obo/ZFA_0005331>	"CL:0005004"
<http://purl.obolibrary.org/obo/ZFA_0000033>	"TAO:0000033"
<http://purl.obolibrary.org/obo/ZFA_0009183>	"TAO:0009183"
<http://purl.obolibrary.org/obo/ZFA_0009183>	"CL:0000362"
<http://purl.obolibrary.org/obo/ZFA_0001224>	"TAO:0001224"
<http://purl.obolibrary.org/obo/ZFA_0005484>	"TAO:0001802"
<http://purl.obolibrary.org/obo/ZFA_0009254>	"CL:0000560"
<http://purl.obolibrary.org/obo/ZFA_0009254>	"TAO:0009254"
<http://purl.obolibrary.org/obo/ZFA_0000302>	"TAO:0000302"
